UF,UF,MUNICÍPIO,CNPJ,FARMÁCIA,ENDEREÇO,BAIRRO,Data do Credenciamento
MG,3157807,SANTA LUZIA,17.227.299/0001-14,POCRANE DRUGSTORE LTDA," AVENIDA BRASILIA, 2308, LOJA B  ",SAO BENEDITO,20/09/2012
MG,3157807,SANTA LUZIA,17.256.512/0073-90,DROGARIA ARAUJO S A, RUA DO CARMO 467  ,CENTRO,18/04/2008
MG,3157807,SANTA LUZIA,17.256.512/0090-91,DROGARIA ARAUJO S A," AVENIDA BRASILIA, 2202  ",SAO BENEDITO,02/02/2011
MG,3157807,SANTA LUZIA,17.630.822/0001-59,DROGARIA E PERFUMARIA WDL LTDA, Rua ALVORADA 439 LOJA  ,ASTECA (SAO BENEDITO),11/12/2013
MG,3157807,SANTA LUZIA,18.894.964/0001-96,DROGARIA CARMO LTDA," AVENIDA BRASILIA, Nº 240 - A  ",SÃO BENEDITO,26/03/2013
MG,3157807,SANTA LUZIA,19.154.903/0001-55,RAQUEL DE OLIVEIRA LEROY CPF-04057123679, LEONOR BAETA NEVES  ,CONJUNTO PALMITAL (SAO BENEDITO),11/12/2014
MG,3157807,SANTA LUZIA,19.263.789/0001-00,DROGASIZAR LTDA," AVENIDA SENHOR DO BONFIM, 1011  ",BONFIM,24/04/2015
MG,3157807,SANTA LUZIA,19.746.601/0001-76,DROGARIA SAO BENEDITO SANTA LUZIA LTDA, AV. BRASILIA Nº680  ,SAO BENEDITO,25/05/2006
MG,3157807,SANTA LUZIA,20.253.324/0001-49,DROGARIA ALINE E PERFUMARIA LTDA, VI (CJ CARREIRA COMPRIDA)  ,FRIMISA,18/05/2006
MG,3157807,SANTA LUZIA,20.521.555/0001-96,DROGARIA BRASILIA LIMITADA," RUA UBAJARA, 227, LOJA 02  ",SAO BENEDITO,22/09/2010
MG,3157807,SANTA LUZIA,21.135.884/0001-61,DROGARIA ESTELAMARIS LTDA," RUA MODESTINO CARLOS DA ROCHA FRANCO, Nº 291, LOJA  ",CONJUNTO PALMITAL,26/11/2008
MG,3157807,SANTA LUZIA,21.488.317/0001-99,DROGANANDA LTDA," AVENIDA BRASILIA, Nº 1801,  LOJA A  ",SAO BENEDITO,03/03/2009
MG,3157807,SANTA LUZIA,21.965.934/0001-38,DROGARIA EUCLIDES LTDA," RUA PINDARÉ, Nº 1015  ",SAO COSME DE BAIXO,26/11/2008
MG,3157807,SANTA LUZIA,33.438.250/0290-68,DROGARIAS PACHECO S/A, BRASILIA 2225 LOJA: 101;,SAO BENEDITO,18/08/2009
MG,3157807,SANTA LUZIA,41.885.724/0001-47,DROGARIA SOL FARMA LTDA," SENHOR DO BONFIM, 488, LOJA 01 A  ",SAO BENEDITO,26/11/2009
MG,3157807,SANTA LUZIA,42.894.535/0001-01,DROGARIA IRMAOS CARDOSO LTDA," RUA BOM PASTOR, 317 - LOJA A   ",SAO BENEDITO,26/03/2012
MG,3157807,SANTA LUZIA,64.282.908/0001-18,DROGARIA E PERFUMARIA PAULAS LTDA, ONOFRE TEIXEIRA 667  ,SAO BENEDITO,06/01/2009
MG,3157807,SANTA LUZIA,71.000.160/0001-89,DROGAMISA LTDA, RUA G 80  ,FRIMISA,29/02/2008
MG,3157807,SANTA LUZIA,71.152.177/0001-51,DROGARIA E PERFUMARIA NOSSA SENHORA DA GUIA LTDA, BERNARDO GUIMARAES 254 ,LONDRINA,01/07/2010
MG,3157807,SANTA LUZIA,71.258.461/0001-07,MAIS LUCENA LTDA," AV DAS INDUSTRIAS, 1097 - LOJA   ",VILA OLGA,23/10/2013
MG,3157807,SANTA LUZIA,86.406.154/0001-01,DROGAMAIS LTDA, ARI TEIXEIRA DA COSTA 06 LJ 02 E 03  ,CENTRO,06/01/2009
MG,3157906,SANTA MARGARIDA,08.649.084/0001-09,DROGARIA DO JOAO LTDA, CESARIO BENTO PEREIRA  ,RIBEIRAO SAO DOMINGOS,09/10/2009
MG,3157906,SANTA MARGARIDA,08.867.093/0001-68,DROGARIA MARTINS E COELHO LTDA," CONEGO ARNALDO, 70  ",CENTRO,21/09/2009
MG,3157906,SANTA MARGARIDA,10.945.906/0001-32,CENTRAL DROGARIA LTDA," RUA CESARIO BENTO PEREIRA, 192  ",RIBEIRAO DE SAO DOMINGOS,14/10/2014
MG,3157906,SANTA MARGARIDA,13.370.108/0001-18,DROGARIA MARTINS ARAUJO LTDA, RUA SEMEAO PEREIRA CAMPOS 15   ,CENTRO,11/12/2013
MG,3157906,SANTA MARGARIDA,18.420.277/0001-39,DROGARIA SANTA MARGARIDA LTDA, MARIA QUITERIA  ,CENTRO,27/04/2015
MG,3157906,SANTA MARGARIDA,20.468.680/0001-80,DROGARIA DO JOAO CALDAS LTDA, MARIA QUITERIA 26 ,CENTRO,19/02/2015
MG,3158003,SANTA MARIA DE ITABIRA,66.446.147/0001-18,FARMACIA SJT LTDA, RUA CASSEMIRO ANDRADE Nº 242  ,CENTRO,04/07/2007
MG,3158102,SANTA MARIA DO SALTO,19.880.711/0001-26,DROGARIA E PERFUMARIA UNIAO LTDA," RUA JOAO MARCIANO, 171 122 LETRA A",BAIXADA,09/12/2014
MG,3158201,SANTA MARIA DO SUACUI,03.942.668/0001-46,GISELIA GOMES BARROSO E CIA LTDA," PRAÇA SINHO GARCIA, Nº 21  ",CENTRO,12/03/2010
MG,3158201,SANTA MARIA DO SUACUI,16.913.709/0001-18,DROGARIA E PERFUMARIA SANTA TEREZINHA LTDA, R VER JOSE LOPES 33  ,CENTRO,05/09/2014
MG,3158201,SANTA MARIA DO SUACUI,20.188.777/0001-39,DROGARIA SUACUI LTDA," SERAFIM PEIXOTO, 03  ",SEDE,25/01/2010
MG,3158201,SANTA MARIA DO SUACUI,21.405.936/0001-72,IRENE SOARES DE OLIVEIRA E CIA LTDA, JUCA LOPES 28 LETRA: D;,CENTRO,30/06/2015
MG,3159209,SANTA RITA DE CALDAS,02.781.671/0001-62,JAIR ROBERTO GARCIA & CIA. LTDA, JOAO BATISTA FILHO  ,CENTRO,26/02/2015
MG,3159209,SANTA RITA DE CALDAS,07.441.890/0001-16,DROGARIA E FARMACIA NOVA ROSARIO LTDA, EDUARDO LUCIANO MARRAS 140 ,CONJUNTO HABITACIONAL PEDRO AF,25/01/2011
MG,3159209,SANTA RITA DE CALDAS,08.320.330/0001-76,REDE CENTRAL DROGARIAS LTDA," PC SAO BENEDITO, 80  ",CENTRO,01/09/2014
MG,3159407,SANTA RITA DE IBITIPOCA,04.616.265/0001-70,DROGARIA JOSEMAR LTDA," RUA JOAO PAULO II, 34  ",CENTRO,31/10/2012
MG,3159407,SANTA RITA DE IBITIPOCA,09.199.748/0001-30,DROGARIA TERRAFARMA DE LIMA DUARTE LTDA," RUA JOAQUIM RIBEIRO DE PAULA, N° 271 - LOJA 02 118 ",CENTRO,31/10/2012
MG,3159407,SANTA RITA DE IBITIPOCA,09.399.229/0001-15,DROGARIA SANTA RITA DO IBITIPOCA LTDA," RUA JOAQUIM RIBEIRO DE PAULA, 365  ",CENTRO,16/09/2011
MG,3159308,SANTA RITA DE JACUTINGA,00.494.018/0001-97,RACHID DE BEM DROGARIAS LTDA," RUA MONSENHOR MARCIANO, 383 - A  ",CENTRO,17/06/2011
MG,3159357,SANTA RITA DE MINAS,00.667.035/0001-89,FARMACIA SANTA RITA DE MINAS LTDA, DOS PIONEIROS  ,CENTRO,08/04/2010
MG,3159357,SANTA RITA DE MINAS,13.786.336/0001-73,EDJAINE SOARES DA CRUZ," AVENIDA DOS PIONEIROS, 273  ",CENTRO,20/09/2012
MG,3159357,SANTA RITA DE MINAS,20.192.876/0001-94,JULLIETE GOMES GUIMARAES PERTENCE, AV DOS PIONEIROS 06  ,CENTRO,09/09/2014
MG,3159506,SANTA RITA DO ITUETO,07.157.783/0001-60,DROGARIA GRAZIELE MAGRI LTDA," RUA HILARINO GOMES, 75 - TERREO  ",CENTRO,31/10/2012
MG,3159605,SANTA RITA DO SAPUCAI,04.181.870/0001-65,DROGARIA SAPUCAI DE SANTA RITA LTDA, RUA SILVESTRE FERRAZ  Nº 234  ,CENTRO,14/02/2007
MG,3159605,SANTA RITA DO SAPUCAI,08.698.543/0005-60,NATUS FARMA COMERCIO DE MEDICAMENTOS LTDA, RUA COMENDADOR CUSTODIO RIBEIRO 224  ,CENTRO,31/12/2013
MG,3159605,SANTA RITA DO SAPUCAI,09.032.239/0001-18,DROGA LUNA LTDA," RUA BARAO DO RIO BRANCO, 171, LOJA 2  ",CENTRO,20/09/2012
MG,3159605,SANTA RITA DO SAPUCAI,09.105.163/0001-03,ESTEVAO DE SOUZA DIAS," AVENIDA FREDERICO DE PAULA CUNHA, 743  ",MARISTELA,06/10/2010
MG,3159605,SANTA RITA DO SAPUCAI,10.910.037/0001-00,KENNEDY DOS REIS CARVALHO PINTO, AVENIDA ANTONIO PAULINO 01  ,CENTRO,14/10/2014
MG,3159605,SANTA RITA DO SAPUCAI,15.443.578/0001-90,DROGARIAS HIPER POPULAR TIRADENTES LTDA, TIRADENTES 2641 LOJA: A;,INDUSTRIAL,20/11/2014
MG,3159605,SANTA RITA DO SAPUCAI,18.967.594/0001-70,DROGARIA PAIVA & PINHEIRO LTDA," RUA SILVESTRE FERRAZ, 68   ",CENTRO,29/05/2015
MG,3159605,SANTA RITA DO SAPUCAI,21.752.357/0001-04,DROGARIA CARVALHO LTDA," AVENIDA ANTONIO PAULINO, Nº 50  ",CENTRO,29/08/2007
MG,3159605,SANTA RITA DO SAPUCAI,24.821.001/0006-70,DROGARIA E FARMACIA AMERICANA SAO LOURENCO LTDA," BARAO DO RIO BRANCO, Nº 37  ",CENTRO,18/08/2009
MG,3159605,SANTA RITA DO SAPUCAI,41.658.360/0001-62,DROGARIA BOM JESUS SOCIEDADE LIMITADA," AV FREDERICO P CUNHA, Nº 668  ",CENTRO,17/04/2009
MG,3159704,SANTA ROSA DA SERRA,08.860.155/0001-00,DROGARIA MILANE LTDA," DR.ADOLFO PORTELA, 137  ",CENTRO ,05/05/2010
MG,3159704,SANTA ROSA DA SERRA,24.683.732/0001-91,DROGARIA SOUSA CANDIDO LTDA," RUA DOUTOR ADOLFO PORTELA, 33  ",CENTRO,01/07/2010
MG,3159803,SANTA VITORIA,08.714.053/0001-86,DROGARIA SANTA VITORIA LTDA," GOIAS, 450  ",CENTRO,12/03/2010
MG,3159803,SANTA VITORIA,08.714.053/0003-48,DROGARIA SANTA VITORIA LTDA," AV JOAQUIM RIBEIRO DE GOUVEIA, 1550  ",AMOREIRAS,31/12/2013
MG,3159803,SANTA VITORIA,09.223.319/0001-50,DROGARIA MG LTDA," AV GENESIO FRANCO DE MORAIS, 978  ",CENTRO,25/08/2010
MG,3159803,SANTA VITORIA,09.517.773/0001-14,FRAN FARMA COMERCIO MEDICAMENTOS LTDA," Avenida 5,Nº 862,BAIRRO DON ALEXANDRE   ",DOM ALEXANDRE,26/11/2009
MG,3159803,SANTA VITORIA,13.656.385/0001-91,FRAN FARMA MANIPULACAO COMERCIO MEDICAMENTOS LTDA," AVENIDA JOAQUIM RIBEIRO DE GOUVEIA, 1490  ",CENTRO ,30/12/2013
MG,3159803,SANTA VITORIA,21.311.444/0008-94,FARMACIA CRUZEIRO ITUIUTABA LTDA," RUA GENESIO FRANCO DE MORAIS, 1242  ",CENTRO,18/11/2013
MG,3159803,SANTA VITORIA,21.808.993/0001-00,BIO DROGA LTDA.," RUA GOIAS, 633  ",CENTRO,20/08/2010
MG,3158300,SANTANA DA VARGEM,00.708.985/0001-04,RENATO TEODORO DA SILVA & CIA LTDA," R PIO XII, Nº115  ",CENTRO,04/04/2008
MG,3158300,SANTANA DA VARGEM,17.040.773/0001-02,DROGARIA ROCHA E BATISTA LTDA," PRAÇA PADRE JOAO MACIEL NEIVA, 112  ",CENTRO,07/10/2013
MG,3158300,SANTANA DA VARGEM,23.890.072/0001-57,DROGARIA SAUDE VARGENSE LTDA, RUA CORONEL MINGOTE Nº 27  ,CENTRO,27/07/2007
MG,3158508,SANTANA DE PIRAPAMA,20.768.362/0001-34,FARMACIA MONSENHOR ROQUE LTDA," RUA SAO JOSE, 191  ",CENTRO,31/10/2012
MG,3158508,SANTANA DE PIRAPAMA,25.194.127/0001-10,ABERIONI M PEREIRA & CIA DRUGSTORE LTDA, AV SANTANA 162 B  ,CENTRO,24/10/2014
MG,3158607,SANTANA DO DESERTO,10.532.035/0002-06,BFG DROGARIA E PERFUMARIA LTDA," PC MAURO ROQUETE PINTO, 332 - LOJA: 02;  ",CENTRO,11/04/2014
MG,3158706,SANTANA DO GARAMBEU,01.905.262/0001-68,DROGARIA SANTANENSE LTDA, R CRISTIANO FAGUNDES 17  ,CENTRO,08/12/2014
MG,3158805,SANTANA DO JACARE,04.902.162/0001-76,DROGARIA E PERFUMARIA JR NASCIMENTO LTDA, TREZE DE MAIO  ,CENTRO,30/03/2009
MG,3158805,SANTANA DO JACARE,71.205.231/0001-80,DROGARIA ALTERNATIVA DE SANTANA LTDA," AVENIDA GOVERNADOR M PINTO, Nº 42 - A   ",SEDE,25/05/2009
MG,3158904,SANTANA DO MANHUACU,01.079.966/0001-29,V A MOURA, AVENIDA GOVERNADOR VALADARES 127  ,CENTRO,29/08/2014
MG,3158904,SANTANA DO MANHUACU,04.076.088/0001-86,HUDSON VENZEL PEGO," RUA MAJOR CUSTODIO, 49  ",CENTRO,26/11/2009
MG,3158904,SANTANA DO MANHUACU,08.646.808/0001-52,AURELIANO VIEIRA, AV MARTINS FRAGA 14 A  ,CENTRO,23/10/2013
MG,3158904,SANTANA DO MANHUACU,16.880.784/0001-20,RENATA PIRES DE FREITAS ALMEIDA, AV MARTINS FRAGA 117  ,CENTRO,22/11/2013
MG,3158953,SANTANA DO PARAISO,01.762.082/0001-74,DROGARIA FIALHO RAMOS LTDA," RUA GETULIO VARGAS, Nº 155  ",CENTRO ,06/01/2009
MG,3158953,SANTANA DO PARAISO,07.576.006/0001-50,PINTO E CAMPOS DROGARIA LTDA," RUA CECILIA CAMPOS, 264 - LJ A  ",INDUSTRIAL,18/08/2011
MG,3158953,SANTANA DO PARAISO,07.601.204/0001-27,KAMT DROGARIA E PERFUMARIA LTDA.," GLICERIA DE ALMEIDA, 162  ",INDUSTRIAL,02/10/2009
MG,3158953,SANTANA DO PARAISO,08.155.652/0001-07,DROGARIA & PERFUMARIA BEM ESTAR LTDA," R CASTRO ALVES, 597  ",CIDADE NOVA,16/09/2014
MG,3158953,SANTANA DO PARAISO,12.240.994/0001-00,DROGARIA E PERFUMARIA VIEIRA COSTA LTDA," RUA SAMAMBAIA, 490 - A (LOJA)  ",12.240.994/0001-00,20/09/2012
MG,3158953,SANTANA DO PARAISO,17.445.329/0001-69,DROGARIA PONTUAL CANAA LTDA, GALILEIA 621 ,CANAA,09/10/2013
MG,3158953,SANTANA DO PARAISO,18.470.009/0001-21,DROGARIA MARTINS & BARROS LTDA., PC DA MATRIZ 126  B;  ,CENTRO,26/08/2014
MG,3158953,SANTANA DO PARAISO,19.107.632/0001-87,DROGARIA G D M LTDA," RUA 1AA PIQUIARANA, 740  ",JARDIM VITORIA,25/02/2015
MG,3158953,SANTANA DO PARAISO,19.645.002/0001-66,DROGARIA USA FARMA SANTA RITA LTDA, WASHINGTON LUIS 512 LETRA A,SANTA RITA,16/09/2014
MG,3158953,SANTANA DO PARAISO,21.100.935/0001-10,DROGARIA FONSECA COMERCIO LTDA," AVENIDA CARLOS EDMUNDO LANDAETA, N°690 - LOJA  ",CIDADE NOVA,25/02/2015
MG,3159001,SANTANA DO RIACHO,03.640.549/0001-39,FERNANDA MARTINS DAMASCENO, RODOVIA MG 10 KM 97 1143 - Caixa Postal 50  ,CARDEAL MOTA,15/10/2014
MG,3159001,SANTANA DO RIACHO,10.605.923/0001-20,DROGARIA RIBEIRO BURGARELLI LTDA, alugado JOSE DE AZEVEDO FILHO 87  ,CENTRO,31/10/2012
MG,3159100,SANTANA DOS MONTES,04.498.269/0001-09,MARIA DAS DORES CAPISTRANO FERREIRA NEVES & CIA LTDA," JOSE TEIXEIRA DE ARAUJO, 30  ",CENTRO,03/02/2010
MG,3159902,SANTO ANTONIO DO AMPARO,17.028.267/0001-90,DROGARIA BALDONI LTDA," RUA ANTERO AGUIAR, 21  ",CENTRO,04/07/2011
MG,3159902,SANTO ANTONIO DO AMPARO,17.948.768/0001-94,DROGARIA FREIRE LTDA," Rua OROZIMBO CARDOSO CARVALHO, 384  ",SAO SEBASTIAO DA ESTRELA,05/09/2014
MG,3159902,SANTO ANTONIO DO AMPARO,20.373.114/0001-94,FARMACIA & DRUGSTORE PERDOES LTDA," AV PADRE CARDOSO, 106, LOJA COMERCIAL   ",CENTRO,20/09/2012
MG,3159902,SANTO ANTONIO DO AMPARO,71.429.484/0001-37,FARMACIA MONSENHOR VILACA LTDA, SALVIANO TEIXEIRA AVELAR 28  ,CENTRO,03/03/2009
MG,3159902,SANTO ANTONIO DO AMPARO,71.429.484/0002-18,FARMACIA MONSENHOR VILACA LTDA," R. OROZIMBO CARDOSO CARVALHO, Nº 384  ",SAO SEB. DA ESTRELA,31/12/2013
MG,3159902,SANTO ANTONIO DO AMPARO,86.416.435/0001-37,DROGARIA COSTA & PEREIRA LTDA," PRACA DOMICIANO DUTRA, 145 - A  ",ROSARIO ,14/12/2012
MG,3160009,SANTO ANTONIO DO AVENTUREIRO,09.371.376/0001-87,ALINE FURTADO ZOFFOLI, PC BARAO DA CONCEICAO 20   ,CENTRO,19/11/2014
MG,3160009,SANTO ANTONIO DO AVENTUREIRO,14.865.546/0001-10,DROGARIA DIBO LTDA, BARAO DA CONCEICAO  ,CENTRO,23/10/2013
MG,3160108,SANTO ANTONIO DO GRAMA,12.499.933/0001-54,DROGARIA PALARDO & LEAO LTDA," RUA PADRE JOAO COUTINHO, 6  ",CENTRO,31/10/2012
MG,3160108,SANTO ANTONIO DO GRAMA,14.944.558/0001-30,LUSEFARMA COMERCIO DE MEDICAMENTOS E PERFUMARIA LTDA, RUA ANTONIO RUSSO PALARDO 56  ,CENTRO,11/12/2013
MG,3160207,SANTO ANTONIO DO ITAMBE,01.912.063/0001-87,DIMAS GONZAGA DA SILVA," PC PADRE JOVIANO, N°12  ",CENTRO,26/12/2023
MG,3160306,SANTO ANTONIO DO JACINTO,07.258.077/0001-05,DROGARIA SENHOR DOS PASSOS LTDA, TREZE DE JANEIRO  ,CENTRO,14/12/2012
MG,3160306,SANTO ANTONIO DO JACINTO,09.463.827/0001-06,DROGARIA FARMA SAJA LTDA," RUA TREZE DE JANEIRO, 107  ",CENTRO,03/03/2009
MG,3160306,SANTO ANTONIO DO JACINTO,13.334.058/0001-13,DROGARIA SENHOR DOS PASSOS ENZZO LTDA, ROQUE FROES  ,CENTRO,10/11/2011
MG,3160405,SANTO ANTONIO DO MONTE,04.273.919/0001-00,FARMACIA OLIVEIRA LTDA, RUA EXPEDICIONARIO GERALDO RESENDE 42  ,CENTRO,14/12/2012
MG,3160405,SANTO ANTONIO DO MONTE,07.409.863/0001-66,DROGARIA JOEL GONCALVES SILVA LTDA, RUA JOSÉ MATIAS OLIVEIRA  Nº58  ,NOSSA SENHORA DE FÁTIMA,06/02/2008
MG,3160405,SANTO ANTONIO DO MONTE,09.377.403/0001-29,DROGARIA REDE GROSSI LTDA, FRANCISCO TEOTONIO DE CASTRO  ,SAO LUCAS,18/08/2009
MG,3160405,SANTO ANTONIO DO MONTE,09.377.403/0002-00,DROGARIA REDE GROSSI LTDA, FRANCISCO TEOTONIO DE CASTRO  ,SAO JOSE,17/06/2011
MG,3160405,SANTO ANTONIO DO MONTE,13.685.163/0001-05,DROGARIA FARMA CENTRO LTDA.," CORONEL AMANCIO BERNARDES, 443 443 ",CENTRO,31/10/2012
MG,3160405,SANTO ANTONIO DO MONTE,15.471.125/0001-77,DROGARIA SAO JOSE DE SAMONTE EIRELI," RUA MARIA ANGÉLICA DE CASTRO, Nº 122  ",CENTRO,12/09/2013
MG,3160405,SANTO ANTONIO DO MONTE,16.479.853/0001-98,CINTYA AMALIA FERREIRA CALILI LTDA, DEPUTADO DENIO MOREIRA DE CARVALHO 169 ,SANTA CRUZ,11/12/2013
MG,3160405,SANTO ANTONIO DO MONTE,17.198.524/0001-31,DROGAMATER DROGARIA E PERFUMARIA LTDA, CORONEL JOSE LUIS GONCALVES SOBRINHO  ,NOSSA SENHORA DE FATIMA,18/02/2008
MG,3160405,SANTO ANTONIO DO MONTE,18.736.074/0001-56,DROGARIA JFC LTDA," R DR ARGEMIRO ITAJUBA, Nº 243  ",CENTRO,29/02/2008
MG,3160405,SANTO ANTONIO DO MONTE,20.841.821/0001-68,VANDERLEI EVANGELISTA SILVA, RUA CEL. JOSE  LUIZ  GONCALVES  SOBRINHO 191  LOJA 02  ,N. S. DE  FATIMA,25/09/2006
MG,3160405,SANTO ANTONIO DO MONTE,23.962.129/0001-86,MARTIM RODRIGUES DOS SANTOS, RUA VITAL TEOTÔNIO DE CASTRO Nº108  ,NOSSA SENHORA DE FATIMA,21/06/2007
MG,3160405,SANTO ANTONIO DO MONTE,24.544.504/0001-30,DROGARIA SAMONTE LTDA, AV JK 170  ,CENTRO,06/02/2008
MG,3160405,SANTO ANTONIO DO MONTE,65.380.792/0001-12,SOLIS FARMA DROGARIA E DRUGSTORE LTDA., GETULIO VARGAS  ,CENTRO,14/06/2010
MG,3160405,SANTO ANTONIO DO MONTE,71.171.540/0001-86,OCIMAR ANTONIO DOS SANTOS, EXPEDICIONÁRIO GERALDO RESENDE  ,CENTRO,06/02/2008
MG,3160454,SANTO ANTONIO DO RETIRO,06.948.273/0001-49,DROGARIA MILLENE LTDA, AV AURORA FRANCISCA 45 11 ,CENTRO,30/12/2013
MG,3160454,SANTO ANTONIO DO RETIRO,12.210.851/0001-48,GUILHERME AUGUSTO CORDEIRO DE LIMA," RUA TIBERIO NEVES, 22  ",CENTRO,11/10/2011
MG,3160504,SANTO ANTONIO DO RIO ABAIXO,04.826.746/0001-00,DROGARIA PERFUMARIA ANDRADE MORAIS LTDA," MAJOR QUINTAO, 141  ",CENTRO,23/10/2009
MG,3160603,SANTO HIPOLITO,09.553.861/0001-71,DROGARIA E PERFUMARIA SANTO HIPOLITO LTDA," RUA CORONEL JOSE VIANA, 40  ",TRAVESSIA,17/06/2011
MG,3160702,SANTOS DUMONT,08.277.577/0001-57,DROGARIA PEDROSO LTDA, MARTINS BARBOSA 315 LOJA,BENFICA,15/12/2009
MG,3160702,SANTOS DUMONT,10.496.496/0001-90,DROGARIA SILVA PENA LTDA," AVENIDA PALMIRA, 202, COMERCIO 202 COMERCIO",CORREGO DO OURO,23/10/2009
MG,3160702,SANTOS DUMONT,14.111.960/0001-33,DROGA FARMA POPULAR LTDA," RUA ANA PITELLA, N° 1165 1165 ",NOSSA SENHORA DA GLORIA,20/12/2012
MG,3160702,SANTOS DUMONT,20.311.999/0001-05,ALMEIDA & FORTES CIA LTDA," GETULIO VARGAS, 459  ",CENTRO,21/09/2009
MG,3160702,SANTOS DUMONT,24.571.325/0001-92,DROGARIA CENTRAL SANTOS DUMONT LTDA," AVENIDA PRESIDENTE GETULIO VARGAS, Nº 262  ",CENTRO,30/10/2006
MG,3160702,SANTOS DUMONT,24.572.893/0001-08,DROGARIA E PERFUMARIA SANTOS DUMONT LTDA," RUA ANTONIO LADEIRA, 154  ",CENTRO,08/12/2010
MG,3160702,SANTOS DUMONT,33.438.250/0219-11,DROGARIAS PACHECO S/A, RUA ANTONIO LADEIRA Nº 148  ,CENTRO,23/03/2006
MG,3160702,SANTOS DUMONT,38.692.364/0001-52,FARMARILANDIA DROGACERTA LTDA," PREF JOSE M PITELLA, 123, A  ",CENTRO,06/07/2009
MG,3160801,SAO BENTO ABADE,08.691.733/0001-21,DROGARIA CARULINE E GEISME FARMA LTDA," MIGUEL NASSAR, 339  ",CENTRO,26/11/2009
MG,3160801,SAO BENTO ABADE,25.833.740/0001-30,DROGARIA VILELA E REZENDE LTDA, AVENIDA MIGUEL NASSAR  Nº 82  ,CENTRO,24/05/2007
MG,3160900,SAO BRAS DO SUACUI,07.364.452/0001-00,ROBSON MARIO ALVES DE RESENDE & CIA LTDA," praca RIBEIRO DE OLIVEIRA, 631, A  ",CENTRO,26/11/2009
MG,3161007,SAO DOMINGOS DO PRATA,03.016.743/0001-48,MARIA JOSE MAGALHAES ARTHUSO CARVALHO," RUA PADRE PEDRO DOMINGUES, 225  ",CENTRO,03/02/2010
MG,3161007,SAO DOMINGOS DO PRATA,07.474.033/0001-12,DROGARIA E PERFUMARIA ARTHUSO & GUERRA LTDA," RUA JOSE RECREIO, 27  ",CENTRO,07/10/2010
MG,3161007,SAO DOMINGOS DO PRATA,17.382.099/0001-36,DROGAPRATA LTDA, Rua JOSE RECREIO 78 LOJA: 02;  ,CENTRO,08/12/2014
MG,3161007,SAO DOMINGOS DO PRATA,20.774.105/0001-05,DROGARIA VARGEM LINDA LTDA, PC PADRE RAIMUNDO 40   ,VARGEM LINDA,30/12/2009
MG,3161007,SAO DOMINGOS DO PRATA,25.969.353/0001-25,EYDE JAMERSON MENDES," RUA GETULIO VARGAS, 75 - LOJA A  ",CENTRO,14/09/2010
MG,3161007,SAO DOMINGOS DO PRATA,42.826.156/0001-76,DROGARIA E PERFUMARIA FARMAVIDA LTDA, PADRE RAIMUNDO 17 CX A,VARGEM LINDA,11/10/2013
MG,3161007,SAO DOMINGOS DO PRATA,65.114.183/0001-11,DROGARIA FARIA E SILVA LTDA," PCA LUIS PRISCO DE BRAGA, Nº 32  ",CENTRO,31/10/2012
MG,3161056,SAO FELIX DE MINAS,05.018.604/0001-89,DROGALESTE PERFUMARIA & COSMETICOS LTDA, ALMIR JOSE REMIDES  ,CENTRO,18/08/2011
MG,3161056,SAO FELIX DE MINAS,21.073.284/0001-16,DROGARIA BELLA D&A LTDA," RUA FREI INOCENCIO, 202 - LOJA  ",CENTRO,27/04/2015
MG,3161106,SAO FRANCISCO,08.414.147/0001-30,SEVETO MALOBRI MEDICAMENTOS LTDA, PRESIDENTE JUSCELINO 993 LETRA F,CENTRO,25/01/2010
MG,3161106,SAO FRANCISCO,10.195.216/0001-03,FERNANDA CARDOSO DE AQUINO LTDA," PRESIDENTE JUCELINO, 928  ",CENTRO,15/12/2009
MG,3161106,SAO FRANCISCO,10.361.807/0001-03,NOVA DROGARIA LTDA," AV. MONTES CLAROS, 427  ",CENTRO,26/01/2011
MG,3161106,SAO FRANCISCO,13.835.865/0001-10,VIEIRA E SILVA FARMACEUTICA LTDA," AVENIDA MONTES CLAROS, 1148 - C  ",JARDIM REGALTIO,31/10/2012
MG,3161106,SAO FRANCISCO,17.637.105/0001-59,MALOBRI MEDICAMENTOS LTDA, PADRE FRANCISCO ROGGEMBUK  1105 LOJA  A,SAGRADA FAMILIA,01/09/2014
MG,3161106,SAO FRANCISCO,18.177.317/0001-63,RM2 MEDICAMENTOS LTDA, RUBI 145 ,NITEROI,25/09/2014
MG,3161205,SAO FRANCISCO DE PAULA,01.120.234/0001-35,MARCOS AUGUSTO DE SOUZA," PRAÇA PEDRO SEVERINO DE AGUIAR, Nº 76  ",CENTRO ,16/12/2008
MG,3161205,SAO FRANCISCO DE PAULA,06.323.447/0001-88,ALVARO AUGUSTO DA MATA DROGARIA & CIA LTDA, PRAÇA PEDRO SEVERINO DE AGUIAR Nº 460  ,CENTRO,30/01/2009
MG,3161205,SAO FRANCISCO DE PAULA,08.593.350/0001-10,THAIS APARECIDA ARRIEL FREIRE & CIA LTDA," PCA GABRIEL PASSOS, 10, A  ",CENTRO,01/10/2010
MG,3161304,SAO FRANCISCO DE SALES,17.063.487/0001-54,AGUILAR & AGUILAR DROGARIA LTDA, AV SEIS 2707  ,CENTRO,09/10/2013
